,name,categories,type,unit,database,"wind turbine construction,
2MW, onshore | wind turbine,
2MW, onshore | GLO |
ecoinvent3.8 cut-off"
745,"Ethane, 1,1-difluoro-, HFC-152a","('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,1.983505157285209e-05
746,"Ethane, 1,2-dichloro-","('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,0.0007437123312080225
747,"Ethane, 1,2-dichloro-","('air',)",emission,kilogram,biosphere3,0.0071509332502447875
748,"Ethane, 2-chloro-1,1,1,2-tetrafluoro-, HCFC-124","('air',)",emission,kilogram,biosphere3,3.9638581421669655e-05
749,"Ethane, hexafluoro-, HFC-116","('air',)",emission,kilogram,biosphere3,0.005554783774267116
750,"Ethane, pentafluoro-, HFC-125","('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,2.4335566417901534e-28
751,Ethanol,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,0.28775374692034783
752,Ethanol,"('air',)",emission,kilogram,biosphere3,1.9637293549897058e-07
753,Ethene,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,0.31179307987733207
754,Ethene,"('air',)",emission,kilogram,biosphere3,1.0399696572499029
755,"Ethene, chloro-","('air',)",emission,kilogram,biosphere3,0.005042591652123251
756,"Ethene, tetrachloro-","('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,0.000800174914627184
757,"Ethene, tetrachloro-","('air',)",emission,kilogram,biosphere3,3.6443213315719564e-06
758,"Ethene, trichloro-","('air',)",emission,kilogram,biosphere3,7.49943479339584e-05
759,Ethylene oxide,"('air',)",emission,kilogram,biosphere3,8.614650663104668e-05
760,Ethyne,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,0.0034595432530991352
761,Ethyne,"('air',)",emission,kilogram,biosphere3,0.2017307545659528
762,Fluorine,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,0.24615927182806036
763,Fluorine,"('air', 'low population density, long-term')",emission,kilogram,biosphere3,0.05305612203635016
764,Fluorine,"('air',)",emission,kilogram,biosphere3,0.00470482197501617
765,Formaldehyde,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,0.7420338703344138
766,Formaldehyde,"('air',)",emission,kilogram,biosphere3,1.28597394178203
767,Formic acid,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,0.0640164099398661
768,Furan,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,0.2793444094292249
769,Furan,"('air',)",emission,kilogram,biosphere3,3.580545648496533e-10
770,"Heat, waste","('air', 'non-urban air or from high stacks')",emission,megajoule,biosphere3,3447.361279401604
771,"Heat, waste","('air', 'low population density, long-term')",emission,megajoule,biosphere3,2.599580805538849
772,"Heat, waste","('air',)",emission,megajoule,biosphere3,96406.33992585787
773,Helium,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,0.1529740040050161
774,Helium,"('air',)",emission,kilogram,biosphere3,0.029977942772958715
775,Heptane,"('air',)",emission,kilogram,biosphere3,0.018488733386927185
776,Hexane,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,1.247572889921566
777,Hexane,"('air',)",emission,kilogram,biosphere3,1.7588874870237841e-07
778,"Hydrocarbons, aliphatic, alkanes, cyclic","('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,0.010782655657891124
779,"Hydrocarbons, aliphatic, alkanes, unspecified","('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,0.5033381822858789
780,"Hydrocarbons, aliphatic, alkanes, unspecified","('air', 'low population density, long-term')",emission,kilogram,biosphere3,5.969373037647186e-07
781,"Hydrocarbons, aliphatic, alkanes, unspecified","('air',)",emission,kilogram,biosphere3,4.442163319781884
782,"Hydrocarbons, aliphatic, unsaturated","('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,0.3678442389084105
783,"Hydrocarbons, aliphatic, unsaturated","('air',)",emission,kilogram,biosphere3,0.03222268310488996
784,"Hydrocarbons, aromatic","('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,0.052208267228398324
785,"Hydrocarbons, aromatic","('air',)",emission,kilogram,biosphere3,7.834323105429684
786,"Hydrocarbons, chlorinated","('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,0.0037756514372201985
787,"Hydrocarbons, chlorinated","('air',)",emission,kilogram,biosphere3,0.028315158654466974
788,Hydrogen,"('air',)",emission,kilogram,biosphere3,48.79673218346529
789,Hydrogen chloride,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,58.47361434102449
790,Hydrogen chloride,"('air', 'low population density, long-term')",emission,kilogram,biosphere3,0.7463541651187773
791,Hydrogen chloride,"('air',)",emission,kilogram,biosphere3,13.377261379542212
792,Hydrogen fluoride,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,7.06295286952397
793,Hydrogen fluoride,"('air', 'low population density, long-term')",emission,kilogram,biosphere3,0.0012817852910120902
794,Hydrogen fluoride,"('air',)",emission,kilogram,biosphere3,3.0187311379448207
795,Hydrogen sulfide,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,3.986252134039971
796,Hydrogen sulfide,"('air', 'low population density, long-term')",emission,kilogram,biosphere3,0.04148365094865964
797,Hydrogen sulfide,"('air',)",emission,kilogram,biosphere3,2.3471296298862363
798,"Hydrogen-3, Tritium","('air', 'non-urban air or from high stacks')",emission,kilo Becquerel,biosphere3,9423.457434833343
799,Iodine,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,0.33713150981899176
800,Iodine,"('air', 'low population density, long-term')",emission,kilogram,biosphere3,4.749446484590008e-09
801,Iodine,"('air',)",emission,kilogram,biosphere3,0.0018538712748742776
802,Iodine-129,"('air', 'non-urban air or from high stacks')",emission,kilo Becquerel,biosphere3,0.9536326599855308
803,Iodine-131,"('air', 'non-urban air or from high stacks')",emission,kilo Becquerel,biosphere3,20.67315894030297
804,Iodine-133,"('air', 'non-urban air or from high stacks')",emission,kilo Becquerel,biosphere3,0.07313414591360169
805,Iron,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,0.19647573967445792
806,Iron,"('air', 'low population density, long-term')",emission,kilogram,biosphere3,1.175239686883371
807,Iron,"('air',)",emission,kilogram,biosphere3,10.805550407641771
808,Isoprene,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,0.0009311477585905487
809,Isoprene,"('air',)",emission,kilogram,biosphere3,4.783171481760543e-09
810,Krypton-85,"('air', 'non-urban air or from high stacks')",emission,kilo Becquerel,biosphere3,300.39473522358367
811,Krypton-85m,"('air', 'non-urban air or from high stacks')",emission,kilo Becquerel,biosphere3,628.651947079442
812,Krypton-87,"('air', 'non-urban air or from high stacks')",emission,kilo Becquerel,biosphere3,94.58768537872079
813,Krypton-88,"('air', 'non-urban air or from high stacks')",emission,kilo Becquerel,biosphere3,124.33430438495724
814,Krypton-89,"('air', 'non-urban air or from high stacks')",emission,kilo Becquerel,biosphere3,52.37192381810573
815,Lanthanum-140,"('air', 'non-urban air or from high stacks')",emission,kilo Becquerel,biosphere3,0.0024783391267572752
816,Lead,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,5.462678638484532
817,Lead,"('air', 'low population density, long-term')",emission,kilogram,biosphere3,0.025176569801770278
818,Lead,"('air', 'lower stratosphere + upper troposphere')",emission,kilogram,biosphere3,6.127125219487042e-05
819,Lead,"('air',)",emission,kilogram,biosphere3,0.5402990627979563
820,Lead-210,"('air', 'non-urban air or from high stacks')",emission,kilo Becquerel,biosphere3,141.52272138617698
821,Lead-210,"('air',)",emission,kilo Becquerel,biosphere3,0.7698956390088044
822,Magnesium,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,0.22875215906927607
823,Magnesium,"('air', 'low population density, long-term')",emission,kilogram,biosphere3,0.17300934495178824
824,Magnesium,"('air',)",emission,kilogram,biosphere3,0.0044624077654997745
825,Manganese,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,0.8519380881253723
826,Manganese,"('air', 'low population density, long-term')",emission,kilogram,biosphere3,0.02395477040817481
827,Manganese,"('air',)",emission,kilogram,biosphere3,0.2363496743165418
828,Manganese-54,"('air', 'non-urban air or from high stacks')",emission,kilo Becquerel,biosphere3,0.0002306881799528481
829,Mercury,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,0.01464725295247173
830,Mercury,"('air', 'low population density, long-term')",emission,kilogram,biosphere3,9.135914382152459e-05
831,Mercury,"('air', 'lower stratosphere + upper troposphere')",emission,kilogram,biosphere3,2.140473161107355e-10
832,Mercury,"('air',)",emission,kilogram,biosphere3,0.08806875223327816
833,"Methane, non-fossil","('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,50.66882818120236
834,"Methane, non-fossil","('air',)",emission,kilogram,biosphere3,0.07465682259233984
835,"Methane, bromo-, Halon 1001","('air',)",emission,kilogram,biosphere3,9.668580029479855e-06
836,"Methane, bromochlorodifluoro-, Halon 1211","('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,0.00119961015147742
837,"Methane, bromotrifluoro-, Halon 1301","('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,0.004440755950954191
838,"Methane, chlorodifluoro-, HCFC-22","('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,0.217639092559124
839,"Methane, chlorodifluoro-, HCFC-22","('air',)",emission,kilogram,biosphere3,2.983916655099259e-17
840,"Methane, dichloro-, HCC-30","('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,0.005402275462138906
841,"Methane, dichloro-, HCC-30","('air',)",emission,kilogram,biosphere3,0.005296959165978971
842,"Methane, dichlorodifluoro-, CFC-12","('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,1.424632574213422e-06
843,"Methane, dichlorodifluoro-, CFC-12","('air',)",emission,kilogram,biosphere3,4.482515102587794e-09
844,"Methane, fossil","('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,2479.6825868946385
845,"Methane, fossil","('air', 'low population density, long-term')",emission,kilogram,biosphere3,0.0015074307430096763
846,"Methane, fossil","('air',)",emission,kilogram,biosphere3,167.08675281404564
847,"Methane, monochloro-, R-40","('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,0.009875491547894204
848,"Methane, tetrachloro-, R-10","('air',)",emission,kilogram,biosphere3,0.0001220214438419406
849,"Methane, tetrafluoro-, R-14","('air',)",emission,kilogram,biosphere3,0.09719343567597802
850,Methanol,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,0.6173121237344406
851,Methanol,"('air',)",emission,kilogram,biosphere3,0.4536991953247296
852,Methyl acetate,"('air',)",emission,kilogram,biosphere3,5.176735794517636e-06
853,Methyl ethyl ketone,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,7.51265462440637e-07
854,Methyl formate,"('air',)",emission,kilogram,biosphere3,4.0281653566806094e-08
855,Molybdenum,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,0.0035383912628639174
856,Molybdenum,"('air', 'low population density, long-term')",emission,kilogram,biosphere3,0.001518133056497311
857,Molybdenum,"('air',)",emission,kilogram,biosphere3,0.12445909879973
858,Monochloroethane,"('air',)",emission,kilogram,biosphere3,0.00018868512820707312
859,m-Xylene,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,6.438199069688312e-06
860,m-Xylene,"('air',)",emission,kilogram,biosphere3,0.06159817878112221
861,Nickel,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,3.961918904368906
862,Nickel,"('air', 'low population density, long-term')",emission,kilogram,biosphere3,0.03374190465529295
863,Nickel,"('air', 'lower stratosphere + upper troposphere')",emission,kilogram,biosphere3,2.1404732082891852e-07
864,Nickel,"('air',)",emission,kilogram,biosphere3,0.22250778556245412
865,Niobium-95,"('air', 'non-urban air or from high stacks')",emission,kilo Becquerel,biosphere3,144.90956356997935
866,Nitrate,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,0.041996879041820444
867,Nitrate,"('air', 'low population density, long-term')",emission,kilogram,biosphere3,1.181778259531415
868,Nitrate,"('air',)",emission,kilogram,biosphere3,0.05342222285208614
869,Nitrogen oxides,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,1140.6906350431652
870,Nitrogen oxides,"('air', 'low population density, long-term')",emission,kilogram,biosphere3,0.5193954614534775
